state,year,name,type,city,county,enroll,mmr,overall,schagepop2016,statespending2016
Missouri,2018-19,Grace Classical Academy,Unknown,Springfield,Unknown,NA,72.4,NA,1012,8996869
Missouri,2018-19,Great Circle - Columbia,Unknown,Columbia,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Greater Circle Of St James,Unknown,St James,Unknown,NA,97.2,NA,1012,8996869
Missouri,2018-19,Green Park Lutheran Sch,Unknown,St Louis,Unknown,NA,98.4,NA,1012,8996869
Missouri,2018-19,Greenwood Laboratory,Unknown,Springfield,Unknown,NA,87.4,NA,1012,8996869
Missouri,2018-19,Guardian Angel,Unknown,Oran,Unknown,NA,92.6,NA,1012,8996869
Missouri,2018-19,Harmony Mennonite,Unknown,Rich Hill,Unknown,NA,79.5,NA,1012,8996869
Missouri,2018-19,Harrisonville Christian,Unknown,Harrisonville,Unknown,NA,77.2,NA,1012,8996869
Missouri,2018-19,Hawthorn Leadership Schl Girls,Unknown,St. Louis,Unknown,NA,98.9,NA,1012,8996869
Missouri,2018-19,Hazel Dell,Unknown,Fortuna,Unknown,NA,38.5,NA,1012,8996869
Missouri,2018-19,Heartland Christian,Unknown,Belton,Unknown,NA,98.3,NA,1012,8996869
Missouri,2018-19,Heartland Christian Academy,Unknown,Bethel,Unknown,NA,88,NA,1012,8996869
Missouri,2018-19,Heritage Academy,Unknown,Columbia,Unknown,NA,79,NA,1012,8996869
Missouri,2018-19,Heritage Classical Christian Academy,Unknown,Fenton,Unknown,NA,81.5,NA,1012,8996869
Missouri,2018-19,Hillcrest Seventh-Day Adventist Elementary,Unknown,Olivette,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Holy Child,Unknown,Arnold,Unknown,NA,92,NA,1012,8996869
Missouri,2018-19,Holy Cross,Unknown,Cuba,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Holy Cross,Unknown,Kansas City,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Holy Cross Academy,Unknown,Webster Groves,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Holy Family,Unknown,Freeburg,Unknown,NA,96.2,NA,1012,8996869
Missouri,2018-19,Holy Family Cath,Unknown,Hannibal,Unknown,NA,98.1,NA,1012,8996869
Missouri,2018-19,Holy Infant,Unknown,Ballwin,Unknown,NA,98.7,NA,1012,8996869
Missouri,2018-19,Holy Redeemer,Unknown,Webster Groves,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Holy Rosary,Unknown,Clinton,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Holy Rosary,Unknown,Nroe City,Unknown,NA,95.7,NA,1012,8996869
Missouri,2018-19,Holy Rosary,Unknown,Warrenton,Unknown,NA,97.6,NA,1012,8996869
Missouri,2018-19,Holy Spirit,Unknown,Maryland Heights 63043,Unknown,NA,98.6,NA,1012,8996869
Missouri,2018-19,Holy Trinity,Unknown,St Ann,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Hopewell,Unknown,Barnett,Unknown,NA,45.2,NA,1012,8996869
Missouri,2018-19,Horace Mann Laboratory,Unknown,Maryville,Unknown,NA,90.7,NA,1012,8996869
Missouri,2018-19,Immacolata,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Immaculate Conception,Unknown,Dardenne Prairie,Unknown,NA,98.6,NA,1012,8996869
Missouri,2018-19,Immaculate Conception,Unknown,Jackson,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Immaculate Conception,Unknown,Jefferson City,Unknown,NA,98.9,NA,1012,8996869
Missouri,2018-19,Immaculate Conception,Unknown,Loose Creek,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Immaculate Conception,Unknown,Macon,Unknown,NA,97.1,NA,1012,8996869
Missouri,2018-19,Immaculate Conception,Unknown,New Madrid,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Immaculate Conception,Unknown,Old Nroe,Unknown,NA,98.9,NA,1012,8996869
Missouri,2018-19,Immaculate Conception,Unknown,Union,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Immanuel Lutheran,Unknown,Higginsville,Unknown,NA,90.7,NA,1012,8996869
Missouri,2018-19,Immanuel Lutheran,Unknown,Jefferson City,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Immanuel Lutheran,Unknown,Lockwood,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Immanuel Lutheran,Unknown,Perryville,Unknown,NA,94.2,NA,1012,8996869
Missouri,2018-19,Immanuel Lutheran,Unknown,Rosebud,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Immanuel Lutheran,Unknown,St. Charles,Unknown,NA,97.2,NA,1012,8996869
Missouri,2018-19,Immanuel Lutheran,Unknown,Washington,Unknown,NA,96.4,NA,1012,8996869
Missouri,2018-19,Immanuel Lutheran,Unknown,Wentzville,Unknown,NA,93.8,NA,1012,8996869
Missouri,2018-19,Immanuel Lutheran Day,Unknown,Olivette,Unknown,NA,98.5,NA,1012,8996869
Missouri,2018-19,Immanuel Lutheran Kindergarten,Unknown,Boonville,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Incarnate Word Academy,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Incarnate Word Elementaryl,Unknown,Chesterfield,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Islamic School Of Columbia,Unknown,Columbia,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Islamic School Of Greater Kc,Unknown,Kansas City,Unknown,NA,93.3,NA,1012,8996869
Missouri,2018-19,John Burroughs,Unknown,St Louis,Unknown,NA,98.9,NA,1012,8996869
Missouri,2018-19,Johnson County Christian Academy,Unknown,Centerview,Unknown,NA,89.7,NA,1012,8996869
Missouri,2018-19,Kansas City Academy,Unknown,Kansas City,Unknown,NA,90.5,NA,1012,8996869
Missouri,2018-19,Kansas City Neighborhood Academy,Unknown,Kansas City,Unknown,NA,97.6,NA,1012,8996869
Missouri,2018-19,Kennett Christian Academy,Unknown,Kennett,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Kids In Montessori,Unknown,Jefferson City,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Kingdom Christian Academy,Unknown,Fulton,Unknown,NA,92.9,NA,1012,8996869
Missouri,2018-19,Kipp: Endeavor Academy,Unknown,Kansas City,Unknown,NA,96.3,NA,1012,8996869
Missouri,2018-19,Kirk Of The Hills Christian,Unknown,St. Louis,Unknown,NA,88.6,NA,1012,8996869
Missouri,2018-19,La Salle Charter,Unknown,St. Louis,Unknown,NA,77.8,NA,1012,8996869
Missouri,2018-19,Lee's Summit Academy,Unknown,Lees Summit,Unknown,NA,73.3,NA,1012,8996869
Missouri,2018-19,Legacy Christian Academy,Unknown,Branson,Unknown,NA,71.4,NA,1012,8996869
Missouri,2018-19,Liberty Christian Academy,Unknown,Wright City,Unknown,NA,90,NA,1012,8996869
Missouri,2018-19,Liberty Faith Christian Academy,Unknown,Norwood,Unknown,NA,50,NA,1012,8996869
Missouri,2018-19,Life Church,Unknown,Kirksville,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Lift For Life Academy,Unknown,St. Louis,Unknown,NA,87.9,NA,1012,8996869
Missouri,2018-19,Lighthouse Christian Academy/Abm Ministries,Unknown,Pied Nt,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Lighthouse Preparatory Academy,Unknown,Jefferson City,Unknown,NA,89.7,NA,1012,8996869
Missouri,2018-19,Lilac Hill,Unknown,Barnett,Unknown,NA,48,NA,1012,8996869
Missouri,2018-19,Little Flower,Unknown,St Louis,Unknown,NA,98.2,NA,1012,8996869
Missouri,2018-19,Living Faith Mennonite,Unknown,Harwood,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Living Word,Unknown,O'Fallon,Unknown,NA,94.6,NA,1012,8996869
Missouri,2018-19,Living Word Christian,Unknown,St Peters,Unknown,NA,89.9,NA,1012,8996869
Missouri,2018-19,Locust Grove,Unknown,Edina,Unknown,NA,55.6,NA,1012,8996869
Missouri,2018-19,Logos,Unknown,St. Louis,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Loyola Academy,Unknown,St Louis,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Lutheran High Sch North,Unknown,St Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Lutheran High Sch South,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Lutheran School Assn,Unknown,Cole Camp,Unknown,NA,93.5,NA,1012,8996869
Missouri,2018-19,Map St. Louis,Unknown,St. Louis,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Maple Shade,Unknown,Windsor,Unknown,NA,23.1,NA,1012,8996869
Missouri,2018-19,Maranatha Adventist,Unknown,Berly,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Maranatha Baptist Academy,Unknown,St Robert,Unknown,NA,72.6,NA,1012,8996869
Missouri,2018-19,Marshfield Christian,Unknown,Marshfield,Unknown,NA,84.6,NA,1012,8996869
Missouri,2018-19,Martin Luther,Unknown,Joplin,Unknown,NA,95.1,NA,1012,8996869
Missouri,2018-19,Mary Immaculate Elementary,Unknown,Kirksville,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Mary Institute/Country Day,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Mary Queen Of Peace Sch,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Mc Cartan Memorial,Unknown,Marceline,Unknown,NA,94.9,NA,1012,8996869
Missouri,2018-19,Meadow Lane,Unknown,Windsor,Unknown,NA,30.4,NA,1012,8996869
Missouri,2018-19,Meadow View,Unknown,Barnett,Unknown,NA,64.7,NA,1012,8996869
Missouri,2018-19,Meadowlark Hill,Unknown,Tunas,Unknown,NA,57.1,NA,1012,8996869
Missouri,2018-19,Melton Prairie,Unknown,Tunas,Unknown,NA,52.9,NA,1012,8996869
Missouri,2018-19,Messiah Lutheran,Unknown,Independence,Unknown,NA,77.1,NA,1012,8996869
Missouri,2018-19,Messiah Lutheran,Unknown,St Charles,Unknown,NA,97.8,NA,1012,8996869
Missouri,2018-19,Miami Elementary,Unknown,Amoret,Unknown,NA,97.6,NA,1012,8996869
Missouri,2018-19,Mile Lane,Unknown,Memphis,Unknown,NA,91.7,NA,1012,8996869
Missouri,2018-19,Millport Mennonite,Unknown,Rutledge,Unknown,NA,72.7,NA,1012,8996869
Missouri,2018-19,Miriam,Unknown,St. Louis,Unknown,NA,96.7,NA,1012,8996869
Missouri,2018-19,Miriam Academy,Unknown,St Louis,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Missouri Military Academy,Unknown,Mexico,Unknown,NA,97.4,NA,1012,8996869
Missouri,2018-19,Missouri Torah Institute,Unknown,Chesterfield,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Misty Meadow,Unknown,Fortuna,Unknown,NA,66.7,NA,1012,8996869
Missouri,2018-19,Montessori Schoolhouse,Unknown,Higginsville,Unknown,NA,92.6,NA,1012,8996869
Missouri,2018-19,Moog Center For Deaf Education,Unknown,St. Louis,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Moreau Montessori,Unknown,Jefferson City,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Most Holy Trinity,Unknown,St. Louis,Unknown,NA,94.2,NA,1012,8996869
Missouri,2018-19,Most Sacred Heart,Unknown,Eureka,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Mt Zion Bible,Unknown,Ava,Unknown,NA,76.2,NA,1012,8996869
Missouri,2018-19,Nativity Bvm,Unknown,Independence,Unknown,NA,98.8,NA,1012,8996869
Missouri,2018-19,Neosho Christian,Unknown,Neosho,Unknown,NA,96.6,NA,1012,8996869
Missouri,2018-19,New City,Unknown,Saint Louis,Unknown,NA,90.8,NA,1012,8996869
Missouri,2018-19,New Covenant Academy,Unknown,Springfield,Unknown,NA,93.9,NA,1012,8996869
Missouri,2018-19,New Life Christian,Unknown,Bridgeton,Unknown,NA,97.4,NA,1012,8996869
Missouri,2018-19,North County Christian,Unknown,Florissant,Unknown,NA,96.6,NA,1012,8996869
Missouri,2018-19,Northern Hills Christian Acad,Unknown,Holt,Unknown,NA,86.8,NA,1012,8996869
Missouri,2018-19,Northland Christian,Unknown,Kansas City,Unknown,NA,87.7,NA,1012,8996869
Missouri,2018-19,Notre Dame De Sion Elementary,Unknown,Kansas City,Unknown,NA,96.7,NA,1012,8996869
Missouri,2018-19,Nova Center,Unknown,Independence,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Oak Bridge,Unknown,Hazelwood,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Oak Haven Montessori,Unknown,Dardenne Prairie,Unknown,NA,82.2,NA,1012,8996869
Missouri,2018-19,Oak Ridge,Unknown,Windsor,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Oak Ridge Country,Unknown,Stover,Unknown,NA,86.4,NA,1012,8996869
Missouri,2018-19,Oakhill Day,Unknown,Gladstone,Unknown,NA,98.2,NA,1012,8996869
Missouri,2018-19,Our Lady,Unknown,Festus,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Our Lady Of Guadalupe Sch,Unknown,St Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Our Lady Of Hope,Unknown,Kansas City,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Our Lady Of Lourdes,Unknown,Columbia,Unknown,NA,98.4,NA,1012,8996869
Missouri,2018-19,Our Lady Of Lourdes Sch,Unknown,University City,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Our Lady Of Lourdes Sch,Unknown,Washington,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Our Lady Of Presentation,Unknown,Lees Summit,Unknown,NA,98.1,NA,1012,8996869
Missouri,2018-19,Our Lady Of Snows,Unknown,Eugene,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Our Lady Of The Pillar,Unknown,St Louis,Unknown,NA,98.2,NA,1012,8996869
Missouri,2018-19,Our Lady Queen Of Peace,Unknown,House Springs,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Our Savior Lutheran,Unknown,Fenton,Unknown,NA,85.7,NA,1012,8996869
Missouri,2018-19,Ozark Christian,Unknown,Versailles,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Ozark Christian Academy,Unknown,Neosho,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Ozark Mennonite,Unknown,Sey Ur,Unknown,NA,60.6,NA,1012,8996869
Missouri,2018-19,Ozarks Christian Academy,Unknown,West Plains,Unknown,NA,72,NA,1012,8996869
Missouri,2018-19,Park Avenue Christian,Unknown,Springfield,Unknown,NA,85.2,NA,1012,8996869
Missouri,2018-19,Pembroke Hill,Unknown,Kansas City,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Perry Christian Academy,Unknown,Perry,Unknown,NA,91.2,NA,1012,8996869
Missouri,2018-19,Perspectives Preparatory Academy,Unknown,Springfield,Unknown,NA,90.9,NA,1012,8996869
Missouri,2018-19,Plaza Heights Christian Acad,Unknown,Blue Springs,Unknown,NA,89.4,NA,1012,8996869
Missouri,2018-19,Polk County Christian,Unknown,Bolivar,Unknown,NA,97.3,NA,1012,8996869
Missouri,2018-19,Prairie Dale,Unknown,Versailles,Unknown,NA,62.1,NA,1012,8996869
Missouri,2018-19,Prairie Union Mennonite,Unknown,Latham,Unknown,NA,76,NA,1012,8996869
Missouri,2018-19,Principia,Unknown,St Louis,Unknown,NA,34.7,NA,1012,8996869
Missouri,2018-19,Prodigy Leadership Academy,Unknown,Cape Girardeau,Unknown,NA,61.4,NA,1012,8996869
Missouri,2018-19,Prospect Grove,Unknown,Arbela,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Providence Christian Academy,Unknown,Saint Louis,Unknown,NA,84.9,NA,1012,8996869
Missouri,2018-19,Queen Of All Saints Sch,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Queen Of The Holy Rosary Academy,Unknown,Saint Louis,Unknown,NA,68.9,NA,1012,8996869
Missouri,2018-19,Racine Apostolic Christian,Unknown,Racine,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Rainbow Center For Commun,Unknown,Blue Springs,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Rivendale Institute Of Learning Inc,Unknown,Springfield,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,River Oak Christian Academy,Unknown,Jefferson City,Unknown,NA,96.8,NA,1012,8996869
Missouri,2018-19,River Roads Lutheran Sch,Unknown,St Louis,Unknown,NA,84.5,NA,1012,8996869
Missouri,2018-19,Riverview Christian,Unknown,Forsyth,Unknown,NA,64.6,NA,1012,8996869
Missouri,2018-19,Rohan Woods,Unknown,St Louis,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Rossman,Unknown,Saint Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Round Grove Christian Academy,Unknown,Miller,Unknown,NA,90.8,NA,1012,8996869
Missouri,2018-19,Sacred Heart Kdg-Florissant,Unknown,Florissant,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Sacred Heart Schl-Florissant,Unknown,Florissant,Unknown,NA,98.5,NA,1012,8996869
Missouri,2018-19,Sacred Heart Schl-Freeburg,Unknown,Freeburg,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Sacred Heart Schl-Poplar Bluff,Unknown,Poplar Bluff,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Sacred Heart Schl-Sedalia,Unknown,Sedalia,Unknown,NA,88.6,NA,1012,8996869
Missouri,2018-19,Sacred Heart Schl-Troy,Unknown,Troy,Unknown,NA,97.7,NA,1012,8996869
Missouri,2018-19,Sacred Heart Schl-Valley Park,Unknown,Valley Park,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Sacred Heart Villa,Unknown,St.Louis,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Saint Louis Priory,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Saint Mary's,Unknown,Bonnots Mill,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Salem Lutheran,Unknown,Affton,Unknown,NA,98.1,NA,1012,8996869
Missouri,2018-19,Salem Lutheran,Unknown,Florissant,Unknown,NA,85.5,NA,1012,8996869
Missouri,2018-19,Saul Mirowitz Jewish Comm Schl,Unknown,Saint Louis,Unknown,NA,95.9,NA,1012,8996869
Missouri,2018-19,Schoolhouse Inc.,Unknown,Independence,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Second Mission Bapt Learn Ctr,Unknown,Grandview,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Sedalia Seventh Day Adventist,Unknown,Sedalia,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Shady Ridge,Unknown,Memphis,Unknown,NA,70.4,NA,1012,8996869
Missouri,2018-19,Sherwood Autism Center,Unknown,Kansas City,Unknown,NA,84.3,NA,1012,8996869
Missouri,2018-19,Show-Me Christian,Unknown,La Nte,Unknown,NA,93.6,NA,1012,8996869
Missouri,2018-19,South City Catholic Academy,Unknown,Saint Louis,Unknown,NA,95.2,NA,1012,8996869
Missouri,2018-19,South City Community,Unknown,St. Louis,Unknown,NA,92.4,NA,1012,8996869
Missouri,2018-19,South Latham,Unknown,Latham,Unknown,NA,92,NA,1012,8996869
Missouri,2018-19,South Park Christian Academy,Unknown,St Joseph,Unknown,NA,93,NA,1012,8996869
Missouri,2018-19,Springfield Catholic School System,Unknown,Springfield,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Springfield Lutheran Sch,Unknown,Springfield,Unknown,NA,92.2,NA,1012,8996869
Missouri,2018-19,Springhill's School Of Hope,Unknown,Fairdealing,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,St Agnes,Unknown,Bloomsdale,Unknown,NA,97,NA,1012,8996869
Missouri,2018-19,St Alban Roe,Unknown,Wildwood,Unknown,NA,98.8,NA,1012,8996869
Missouri,2018-19,St Alphonsus,Unknown,Silex,Unknown,NA,82,NA,1012,8996869
Missouri,2018-19,St Ambrose,Unknown,Chaffee,Unknown,NA,96.5,NA,1012,8996869
Missouri,2018-19,St Ambrose,Unknown,St Louis,Unknown,NA,96,NA,1012,8996869
Missouri,2018-19,St Andrew,Unknown,Tipton,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Anns,Unknown,Carthage,Unknown,NA,92.5,NA,1012,8996869
Missouri,2018-19,St Anns,Unknown,Normandy,Unknown,NA,93,NA,1012,8996869
Missouri,2018-19,St Anthony,Unknown,Sullivan,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Augustines,Unknown,Kelso,Unknown,NA,96,NA,1012,8996869
Missouri,2018-19,St Austin,Unknown,Chesterfield,Unknown,NA,81.1,NA,1012,8996869
Missouri,2018-19,St Brendans,Unknown,Mexico,Unknown,NA,98.6,NA,1012,8996869
Missouri,2018-19,St Bridget's,Unknown,Pacific,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Catherine Laboure Sch,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Cecilia,Unknown,St Louis,Unknown,NA,94.7,NA,1012,8996869
Missouri,2018-19,St Charles,Unknown,Kansas City,Unknown,NA,94.3,NA,1012,8996869
Missouri,2018-19,St Charles Borromeo Sch,Unknown,St Charles,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Clare Of Assisi,Unknown,Ellisville,Unknown,NA,98.5,NA,1012,8996869
Missouri,2018-19,St Clement,Unknown,Bowling Green,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Clement Of Rome,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Cletus,Unknown,St Charles,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Denis,Unknown,Benton,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Eliz St Robert Cath Sc,Unknown,St. Charles,Unknown,NA,96,NA,1012,8996869
Missouri,2018-19,St Elizabeths,Unknown,Kansas City,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Eustachius,Unknown,Portageville,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Francis Borgia Schools,Unknown,Washington,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Francis Of Assisi Sch,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Francis Xavier,Unknown,Jefferson City,Unknown,NA,98.3,NA,1012,8996869
Missouri,2018-19,St Francis Xavier,Unknown,Saint Joseph,Unknown,NA,98.7,NA,1012,8996869
Missouri,2018-19,St Francis Xavier,Unknown,Sikeston,Unknown,NA,92.9,NA,1012,8996869
Missouri,2018-19,St Gabriel,Unknown,Kansas City,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Gabriel,Unknown,St Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Gemma Center,Unknown,Ellisville,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,St George,Unknown,Linn,Unknown,NA,97.4,NA,1012,8996869
Missouri,2018-19,St George Schools,Unknown,Hermann,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Gerard Majella,Unknown,Kirkwood,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Gertrude,Unknown,Washington,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,St Gregorys,Unknown,Maryville,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Henrys,Unknown,Charleston,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,St James,Unknown,Liberty,Unknown,NA,97.7,NA,1012,8996869
Missouri,2018-19,St James,Unknown,St Joseph,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St James The Greater Sch,Unknown,St. Louis,Unknown,NA,84,NA,1012,8996869
Missouri,2018-19,St Joachim & St Ann Sch,Unknown,St Charles,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Joachim Schools,Unknown,Cadet,Unknown,NA,91.8,NA,1012,8996869
Missouri,2018-19,St John La Lande,Unknown,Blue Springs,Unknown,NA,98.9,NA,1012,8996869
Missouri,2018-19,St John Regis,Unknown,Kansas City,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St John The Baptist,Unknown,Villa Ridge,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Johns Lutheran,Unknown,Arnold,Unknown,NA,94.8,NA,1012,8996869
Missouri,2018-19,St Johns Lutheran,Unknown,Ellisville,Unknown,NA,86.5,NA,1012,8996869
Missouri,2018-19,St Johns Lutheran,Unknown,Hannibal,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Joseph,Unknown,Farmington,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Joseph,Unknown,Manchester,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Joseph,Unknown,Pilot Grove,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Joseph,Unknown,Scott City,Unknown,NA,76.9,NA,1012,8996869
Missouri,2018-19,St Joseph,Unknown,St. Charles,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Joseph,Unknown,Ste Genevieve,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,St Joseph Catholic Elem,Unknown,Imperial,Unknown,NA,98.1,NA,1012,8996869
Missouri,2018-19,St Joseph Christian,Unknown,Saint Joseph,Unknown,NA,95.1,NA,1012,8996869
Missouri,2018-19,St Joseph's,Unknown,Salisbury,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Joseph's Academy,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Josephs,Unknown,Jefferson City,Unknown,NA,96.6,NA,1012,8996869
Missouri,2018-19,St Josephs,Unknown,Martinsburg,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,St Josephs,Unknown,Springfield,Unknown,NA,96,NA,1012,8996869
Missouri,2018-19,St Josephs,Unknown,Wentzville,Unknown,NA,97,NA,1012,8996869
Missouri,2018-19,St Josephs Co Cthdrl Sch,Unknown,St. Joseph,Unknown,NA,91.6,NA,1012,8996869
Missouri,2018-19,St Justin The Martyr Sch,Unknown,St Louis,Unknown,NA,97.3,NA,1012,8996869
Missouri,2018-19,St Lawrence,Unknown,Nett,Unknown,NA,36.8,NA,1012,8996869
Missouri,2018-19,St Louis Catholic Academy,Unknown,St. Louis,Unknown,NA,89.7,NA,1012,8996869
Missouri,2018-19,St Louis Unified School Of Sda,Unknown,St Louis,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,St Margaret Mary Alacoque,Unknown,St Louis,Unknown,NA,98.7,NA,1012,8996869
Missouri,2018-19,St Margarets,Unknown,St. Louis,Unknown,NA,94.6,NA,1012,8996869
Missouri,2018-19,St Mark's Lutheran,Unknown,Eureka,Unknown,NA,93.8,NA,1012,8996869
Missouri,2018-19,St Mary Magdalen,Unknown,Brentwood,Unknown,NA,94.4,NA,1012,8996869
Missouri,2018-19,St Marys,Unknown,Cape Girardeau,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Marys,Unknown,Glasgow,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Marys,Unknown,Joplin,Unknown,NA,98.5,NA,1012,8996869
Missouri,2018-19,St Marys,Unknown,Nevada,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,St Marys,Unknown,Ntrose,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,St Marys,Unknown,Pierce City,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,St Monica,Unknown,St. Louis,Unknown,NA,97.5,NA,1012,8996869
