state,year,name,type,city,county,enroll,mmr,overall,schagepop2016,statespending2016
Missouri,2018-19,St Patrick,Unknown,Wentzville,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Patricks,Unknown,Kansas City,Unknown,NA,96.5,NA,1012,8996869
Missouri,2018-19,St Patricks,Unknown,Rolla,Unknown,NA,92,NA,1012,8996869
Missouri,2018-19,St Paul,Unknown,Fenton,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Paul,Unknown,St Paul,Unknown,NA,94.4,NA,1012,8996869
Missouri,2018-19,St Paul Lutheran,Unknown,Jackson,Unknown,NA,96.3,NA,1012,8996869
Missouri,2018-19,St Paul Lutheran,Unknown,St. Joseph,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Paul's Episcopal Day,Unknown,Kansas City,Unknown,NA,98.2,NA,1012,8996869
Missouri,2018-19,St Pauls Lutheran,Unknown,Farmington,Unknown,NA,90.3,NA,1012,8996869
Missouri,2018-19,St Pauls Lutheran,Unknown,Sedalia,Unknown,NA,94,NA,1012,8996869
Missouri,2018-19,St Pauls Lutheran,Unknown,St. Louis,Unknown,NA,98.1,NA,1012,8996869
Missouri,2018-19,St Pauls Lutheran Elementary,Unknown,Concordia,Unknown,NA,98.5,NA,1012,8996869
Missouri,2018-19,St Peter & Paul,Unknown,Boonville,Unknown,NA,98.8,NA,1012,8996869
Missouri,2018-19,St Peters,Unknown,Fulton,Unknown,NA,96.6,NA,1012,8996869
Missouri,2018-19,St Peters,Unknown,Jefferson City,Unknown,NA,98.9,NA,1012,8996869
Missouri,2018-19,St Peters,Unknown,Kansas City,Unknown,NA,98.2,NA,1012,8996869
Missouri,2018-19,St Peters,Unknown,Marshall,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Peters Grade,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Pius X,Unknown,Berly,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Raphael The Archangel,Unknown,St Louis,Unknown,NA,94.6,NA,1012,8996869
Missouri,2018-19,St Roch,Unknown,St Louis,Unknown,NA,90.8,NA,1012,8996869
Missouri,2018-19,St Rose Of Lima,Unknown,Desoto,Unknown,NA,88.5,NA,1012,8996869
Missouri,2018-19,St Simon,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Stanislaus,Unknown,Jefferson City,Unknown,NA,98.8,NA,1012,8996869
Missouri,2018-19,St Stephen Protomartyr Sc,Unknown,St Louis,Unknown,NA,97.2,NA,1012,8996869
Missouri,2018-19,St Teresa,Unknown,Campbell,Unknown,NA,96.4,NA,1012,8996869
Missouri,2018-19,St Teresa's Academy,Unknown,Kansas City,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Theodore,Unknown,Wentzville,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St Therese,Unknown,Parkville,Unknown,NA,97,NA,1012,8996869
Missouri,2018-19,St Thomas More,Unknown,Kansas City,Unknown,NA,97.3,NA,1012,8996869
Missouri,2018-19,St Thomas The Apostle Sch,Unknown,St Thomas,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Vincent,Unknown,Marthasville,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,St Vincent Depaul Schools,Unknown,Perryville,Unknown,NA,97.8,NA,1012,8996869
Missouri,2018-19,St Vincent Elementary,Unknown,Charleston,Unknown,NA,98.6,NA,1012,8996869
Missouri,2018-19,St. Andrew's,Unknown,Gladstone,Unknown,NA,94.1,NA,1012,8996869
Missouri,2018-19,St. Francis Cabrini Academy,Unknown,St Louis,Unknown,NA,98.9,NA,1012,8996869
Missouri,2018-19,St. Ignatius Loyola,Unknown,Marthasville,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,St. Louis College Prep,Unknown,St. Louis,Unknown,NA,81.8,NA,1012,8996869
Missouri,2018-19,St. Mark,Unknown,Saint Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,St.Joseph,Unknown,Westphalia,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Ste Genevieve Du Bois Sch,Unknown,St Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Stephen's College Children's,Unknown,Columbia,Unknown,NA,89.7,NA,1012,8996869
Missouri,2018-19,Storman,Unknown,St. Louis,Unknown,NA,94.4,NA,1012,8996869
Missouri,2018-19,Summit Christian Academy,Unknown,Lee's Summit,Unknown,NA,92.5,NA,1012,8996869
Missouri,2018-19,Summit View Adventist,Unknown,Lees Summit,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Sunndale Academy,Unknown,Centralia,Unknown,NA,89,NA,1012,8996869
Missouri,2018-19,Sunny Hollow,Unknown,Memphis,Unknown,NA,92.6,NA,1012,8996869
Missouri,2018-19,Sunny Lane,Unknown,Versailles,Unknown,NA,87.1,NA,1012,8996869
Missouri,2018-19,Sunnydale Adventist Elementary,Unknown,Centralia,Unknown,NA,85,NA,1012,8996869
Missouri,2018-19,Sunnyside,Unknown,Windsor,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Tabernacle Christian Academy,Unknown,Lebanon,Unknown,NA,88.2,NA,1012,8996869
Missouri,2018-19,The Barstow,Unknown,Kansas City,Unknown,NA,98.6,NA,1012,8996869
Missouri,2018-19,The Christian Academy,Unknown,Sikeston,Unknown,NA,96.4,NA,1012,8996869
Missouri,2018-19,The College,Unknown,Webster Groves,Unknown,NA,89.4,NA,1012,8996869
Missouri,2018-19,The Daniel Academy,Unknown,Kansas City,Unknown,NA,53.6,NA,1012,8996869
Missouri,2018-19,The Freedom,Unknown,University City,Unknown,NA,85.1,NA,1012,8996869
Missouri,2018-19,The King's Academy,Unknown,Lake Ozark,Unknown,NA,89.4,NA,1012,8996869
Missouri,2018-19,The Montessori Training Center And Lab School At Grand Center,Unknown,St.Louis,Unknown,NA,90,NA,1012,8996869
Missouri,2018-19,The Refuge Academy,Unknown,High Ridge,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,The Soulard,Unknown,Saint Louis,Unknown,NA,90.1,NA,1012,8996869
Missouri,2018-19,The St. Michael School Of Clayton,Unknown,St Louis,Unknown,NA,94.5,NA,1012,8996869
Missouri,2018-19,The Summit Preparatory School Of Sw Missouri,Unknown,Springfield,Unknown,NA,54.8,NA,1012,8996869
Missouri,2018-19,The Waldorf School Of St. Louis,Unknown,St Louis,Unknown,NA,53.4,NA,1012,8996869
Missouri,2018-19,Thomas Jefferson,Unknown,St. Louis,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Thomas Jefferson Indep Day Sch,Unknown,Joplin,Unknown,NA,97.5,NA,1012,8996869
Missouri,2018-19,Timothy Lutheran,Unknown,Blue Springs,Unknown,NA,87.8,NA,1012,8996869
Missouri,2018-19,Torah Prep,Unknown,St Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Tower Grove Christian,Unknown,St Louis,Unknown,NA,90.5,NA,1012,8996869
Missouri,2018-19,Training Center Christian,Unknown,Garden City,Unknown,NA,89.2,NA,1012,8996869
Missouri,2018-19,Tri-County Christian,Unknown,Macon,Unknown,NA,85.5,NA,1012,8996869
Missouri,2018-19,Trinity Christian Academy,Unknown,Hollister,Unknown,NA,79.3,NA,1012,8996869
Missouri,2018-19,Trinity Learning Center,Unknown,Anderson,Unknown,NA,74.6,NA,1012,8996869
Missouri,2018-19,Trinity Lutheran,Unknown,Alma,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Trinity Lutheran,Unknown,Cape Girardeau,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Trinity Lutheran,Unknown,Freistatt,Unknown,NA,86.8,NA,1012,8996869
Missouri,2018-19,Trinity Lutheran,Unknown,Jefferson City,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Trinity Lutheran,Unknown,Saint Charles,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Troy Holiness,Unknown,Troy,Unknown,NA,57.7,NA,1012,8996869
Missouri,2018-19,Twin Oaks,Unknown,Latham,Unknown,NA,67.9,NA,1012,8996869
Missouri,2018-19,Twin Oaks Christian,Unknown,Ballwin,Unknown,NA,83.3,NA,1012,8996869
Missouri,2018-19,United In Christ Lutheran Schl,Unknown,Frohna,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Urban Christian Academy,Unknown,Kansas City,Unknown,NA,82.5,NA,1012,8996869
Missouri,2018-19,Ursuline Academy,Unknown,St. Louis,Unknown,NA,98.7,NA,1012,8996869
Missouri,2018-19,Valle Schools,Unknown,Ste Genevieve,Unknown,NA,97.7,NA,1012,8996869
Missouri,2018-19,Victory Academy,Unknown,Sey Ur,Unknown,NA,76.1,NA,1012,8996869
Missouri,2018-19,Victory Baptist Academy,Unknown,Pied Nt,Unknown,NA,95,NA,1012,8996869
Missouri,2018-19,Victory Christian Academy,Unknown,St. Louis,Unknown,NA,88.7,NA,1012,8996869
Missouri,2018-19,Victory Road Christian Academy,Unknown,Anderson,Unknown,NA,65.7,NA,1012,8996869
Missouri,2018-19,Villa Di Maria Montessori,Unknown,Kirkwood,Unknown,NA,92,NA,1012,8996869
Missouri,2018-19,Villa Duchesne,Unknown,St Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Visitation,Unknown,Kansas City,Unknown,NA,97.9,NA,1012,8996869
Missouri,2018-19,Visitation,Unknown,Vienna,Unknown,NA,98,NA,1012,8996869
Missouri,2018-19,Visitation Academy,Unknown,St. Louis,Unknown,NA,99,NA,1012,8996869
Missouri,2018-19,Webster County Parochial Schools,Unknown,Sey Ur,Unknown,NA,1,NA,1012,8996869
Missouri,2018-19,Wesleyan Kiddie Kollege,Unknown,Warrenton,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,West Prairie,Unknown,Windsor,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Westminster Christian Academy,Unknown,Town And Country,Unknown,NA,98.1,NA,1012,8996869
Missouri,2018-19,Westwood Baptist Academy,Unknown,Poplar Bluff,Unknown,NA,96.1,NA,1012,8996869
Missouri,2018-19,Whitfield,Unknown,St Louis,Unknown,NA,97.9,NA,1012,8996869
Missouri,2018-19,Willow Branch,Unknown,Barnett,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Wilson,Unknown,Clayton,Unknown,NA,97.6,NA,1012,8996869
Missouri,2018-19,Word Of God Fellowship Academy,Unknown,Bolivar,Unknown,NA,NA,NA,1012,8996869
Missouri,2018-19,Word Of Life Lutheran Sch,Unknown,St. Louis,Unknown,NA,97.9,NA,1012,8996869
Missouri,2018-19,Zion Lutheran,Unknown,St. Charles,Unknown,NA,96.2,NA,1012,8996869
Montana,2017-18,Absarokee Schools Prek-12,Unknown,Unknown,Stillwater,245,95.1,NA,165,1598517
Montana,2017-18,Academy Preschool At Career Center,Unknown,Unknown,Yellowstone,122,81.97,NA,165,1598517
Montana,2017-18,Acadia Montana,Unknown,Unknown,Silver Bow,64,100,NA,165,1598517
Montana,2017-18,Action For Eastern Mt Head Start,Unknown,Unknown,Custer,70,98.57,NA,165,1598517
Montana,2017-18,Alberton Schools Prek-12,Unknown,Unknown,Mineral,130,93.08,NA,165,1598517
Montana,2017-18,Alder,Unknown,Unknown,Madison,20,65,NA,165,1598517
Montana,2017-18,Alkali Creek,Unknown,Unknown,Yellowstone,335,99.7,NA,165,1598517
Montana,2017-18,Alzada,Unknown,Unknown,Carter,NA,NA,NA,165,1598517
Montana,2017-18,American Lutheran Preschool,Unknown,Unknown,Yellowstone,NA,NA,NA,165,1598517
Montana,2017-18,Amsterdam,Unknown,Unknown,Gallatin,136,93.38,NA,165,1598517
Montana,2017-18,Anaconda-Deer Lodge Head Start,Unknown,Unknown,Deer Lodge,65,95.38,NA,165,1598517
Montana,2017-18,Anderson School K-8,Unknown,Unknown,Gallatin,207,94.2,NA,165,1598517
Montana,2017-18,Anna Jeffries Elementary,Unknown,Unknown,Glacier,105,100,NA,165,1598517
Montana,2017-18,Apostle Lutheran,Unknown,Unknown,Yellowstone,26,96.15,NA,165,1598517
Montana,2017-18,Arlee Schools Prek-12,Unknown,Unknown,Lake,455,92.31,NA,165,1598517
Montana,2017-18,Arrowhead,Unknown,Unknown,Yellowstone,434,98.85,NA,165,1598517
Montana,2017-18,Arrowhead School Prek-8,Unknown,Unknown,Park,62,74.19,NA,165,1598517
Montana,2017-18,Ashland,Unknown,Unknown,Rosebud,75,100,NA,165,1598517
Montana,2017-18,Atonement Lutheran Preschool,Unknown,Unknown,Yellowstone,26,100,NA,165,1598517
Montana,2017-18,Auchard Creek,Unknown,Unknown,Lewis and Clark,NA,NA,NA,165,1598517
Montana,2017-18,Augusta Schools Prek-12,Unknown,Unknown,Lewis and Clark,108,96.3,NA,165,1598517
Montana,2017-18,Avon,Unknown,Unknown,Powell,NA,NA,NA,165,1598517
Montana,2017-18,Ayers,Unknown,Unknown,Fergus,NA,NA,NA,165,1598517
Montana,2017-18,B A Winans,Unknown,Unknown,Park,114,94.74,NA,165,1598517
Montana,2017-18,Bainville Schools Prek-12,Unknown,Unknown,Roosevelt,168,97.62,NA,165,1598517
Montana,2017-18,Barbara Gilligan,Unknown,Unknown,Roosevelt,78,85.9,NA,165,1598517
Montana,2017-18,Basin,Unknown,Unknown,Jefferson,NA,NA,NA,165,1598517
Montana,2017-18,Beacon Star Amish,Unknown,Unknown,Fergus,NA,NA,NA,165,1598517
Montana,2017-18,Beartooth,Unknown,Unknown,Yellowstone,383,99.48,NA,165,1598517
Montana,2017-18,Belfry Schools K-12,Unknown,Unknown,Carbon,84,94.05,NA,165,1598517
Montana,2017-18,Belt School Prek-12,Unknown,Unknown,Cascade,306,94.77,NA,165,1598517
Montana,2017-18,Bench,Unknown,Unknown,Yellowstone,389,98.71,NA,165,1598517
Montana,2017-18,Benton Lake School Prek-8,Unknown,Unknown,Chouteau,NA,NA,NA,165,1598517
Montana,2017-18,Biddle,Unknown,Unknown,Powder River,NA,NA,NA,165,1598517
Montana,2017-18,Big Horn Valley Christian,Unknown,Unknown,Big Horn,21,95.24,NA,165,1598517
Montana,2017-18,Big Sky Elementary,Unknown,Unknown,Yellowstone,412,97.57,NA,165,1598517
Montana,2017-18,Big Stone,Unknown,Unknown,Cascade,38,100,NA,165,1598517
Montana,2017-18,Big Timber School Prek-8,Unknown,Unknown,Sweet Grass,317,98.74,NA,165,1598517
Montana,2017-18,Bigfork Schools K-12,Unknown,Unknown,Flathead,883,93.43,NA,165,1598517
Montana,2017-18,Billings Christian School Prek-12,Unknown,Unknown,Yellowstone,275,91.64,NA,165,1598517
Montana,2017-18,Billings Educational Academy,Unknown,Unknown,Yellowstone,NA,NA,NA,165,1598517
Montana,2017-18,Birney,Unknown,Unknown,Rosebud,NA,NA,NA,165,1598517
Montana,2017-18,Bissell School K-8,Unknown,Unknown,Flathead,84,84.52,NA,165,1598517
Montana,2017-18,Bitterroot,Unknown,Unknown,Yellowstone,372,97.31,NA,165,1598517
Montana,2017-18,Blackfeet Early Childhood Cntr,Unknown,Unknown,Glacier,76,100,NA,165,1598517
Montana,2017-18,Blodgett View Christian,Unknown,Unknown,Ravalli,24,66.67,NA,165,1598517
Montana,2017-18,Bloomfield,Unknown,Unknown,Dawson,NA,NA,NA,165,1598517
Montana,2017-18,Bloomfield School Pre-K,Unknown,Unknown,Dawson,NA,NA,NA,165,1598517
Montana,2017-18,Blue Creek,Unknown,Unknown,Yellowstone,192,98.44,NA,165,1598517
Montana,2017-18,Bo Peep/Redwater/Circle Schools Prek-12,Unknown,Unknown,McCone,211,95.73,NA,165,1598517
Montana,2017-18,Bonner School Prek-8,Unknown,Unknown,Missoula,353,97.17,NA,165,1598517
Montana,2017-18,Boulder,Unknown,Unknown,Yellowstone,435,99.31,NA,165,1598517
Montana,2017-18,Boulder Elementary School Prek-8,Unknown,Unknown,Jefferson,179,96.65,NA,165,1598517
Montana,2017-18,Box Elder Schools Prek-12,Unknown,Unknown,Hill,395,35.7,NA,165,1598517
Montana,2017-18,Bozeman Christian School K-12,Unknown,Unknown,Gallatin,41,73.17,NA,165,1598517
Montana,2017-18,Bozeman Summit,Unknown,Unknown,Gallatin,50,92,NA,165,1598517
Montana,2017-18,Bridger K-8,Unknown,Unknown,Carbon,142,98.59,NA,165,1598517
Montana,2017-18,Broadview School Prek-12,Unknown,Unknown,Yellowstone,140,97.14,NA,165,1598517
Montana,2017-18,Broadwater,Unknown,Unknown,Lewis and Clark,251,97.61,NA,165,1598517
Montana,2017-18,Broadwater,Unknown,Unknown,Yellowstone,373,97.86,NA,165,1598517
Montana,2017-18,Broadwater Schools K-12,Unknown,Unknown,Broadwater,689,98.84,NA,165,1598517
Montana,2017-18,Brorson,Unknown,Unknown,Richland,NA,NA,NA,165,1598517
Montana,2017-18,Browning Elementary,Unknown,Unknown,Glacier,324,99.38,NA,165,1598517
Montana,2017-18,Bryant,Unknown,Unknown,Lewis and Clark,228,99.12,NA,165,1598517
Montana,2017-18,Burlington,Unknown,Unknown,Yellowstone,228,96.49,NA,165,1598517
Montana,2017-18,Busy Bear Preschool,Unknown,Unknown,Dawson,NA,NA,NA,165,1598517
Montana,2017-18,Butte Central Elem,Unknown,Unknown,Silver Bow,199,91.96,NA,165,1598517
Montana,2017-18,Butte Head Start Main Center,Unknown,Unknown,Silver Bow,186,97.31,NA,165,1598517
Montana,2017-18,Butte Montessori,Unknown,Unknown,Silver Bow,NA,NA,NA,165,1598517
Montana,2017-18,Bynum,Unknown,Unknown,Teton,21,90.48,NA,165,1598517
Montana,2017-18,Calvary Christian,Unknown,Unknown,Lewis and Clark,NA,NA,NA,165,1598517
Montana,2017-18,Cam Rose,Unknown,Unknown,Toole,NA,NA,NA,165,1598517
Montana,2017-18,Canyon Creek School Prek-8,Unknown,Unknown,Yellowstone,243,97.94,NA,165,1598517
Montana,2017-18,Cardwell,Unknown,Unknown,Jefferson,46,76.09,NA,165,1598517
Montana,2017-18,Carter School Prek-8,Unknown,Unknown,Chouteau,NA,NA,NA,165,1598517
Montana,2017-18,Cascade Colony,Unknown,Unknown,Cascade,NA,NA,NA,165,1598517
Montana,2017-18,Cascade Schools Prek-12,Unknown,Unknown,Cascade,278,98.92,NA,165,1598517
Montana,2017-18,Cayuse Prairie School K-8,Unknown,Unknown,Flathead,247,85.02,NA,165,1598517
Montana,2017-18,Centerville Schools K-12,Unknown,Unknown,Cascade,201,99.5,NA,165,1598517
Montana,2017-18,Central,Unknown,Unknown,Lewis and Clark,231,98.27,NA,165,1598517
Montana,2017-18,Central Elementary,Unknown,Unknown,Richland,333,96.7,NA,165,1598517
Montana,2017-18,Central Heights,Unknown,Unknown,Yellowstone,271,99.26,NA,165,1598517
Montana,2017-18,Charlo Schools Prek-12,Unknown,Unknown,Lake,264,98.86,NA,165,1598517
Montana,2017-18,Cherry Valley,Unknown,Unknown,Lake,265,95.85,NA,165,1598517
Montana,2017-18,Chester-Joplin-Inverness Schools Prek-12,Unknown,Unknown,Liberty,193,94.3,NA,165,1598517
Montana,2017-18,Chief Charlo,Unknown,Unknown,Missoula,445,97.75,NA,165,1598517
Montana,2017-18,Chief Joseph,Unknown,Unknown,Cascade,316,97.78,NA,165,1598517
Montana,2017-18,Child Start Head Start,Unknown,Unknown,Missoula,318,100,NA,165,1598517
Montana,2017-18,Children's House Montessori,Unknown,Unknown,Flathead,NA,NA,NA,165,1598517
Montana,2017-18,Choteau,Unknown,Unknown,Teton,172,96.51,NA,165,1598517
Montana,2017-18,Clancy School Prek-8,Unknown,Unknown,Jefferson,339,94.1,NA,165,1598517
Montana,2017-18,Clark Fork,Unknown,Unknown,Missoula,82,96.34,NA,165,1598517
Montana,2017-18,Cleveland,Unknown,Unknown,Blaine,NA,NA,NA,165,1598517
Montana,2017-18,Clinton,Unknown,Unknown,Missoula,159,97.48,NA,165,1598517
Montana,2017-18,Clinton 7-8,Unknown,Unknown,Missoula,45,95.56,NA,165,1598517
Montana,2017-18,Cohagen,Unknown,Unknown,Garfield,NA,NA,NA,165,1598517
Montana,2017-18,Cold Springs,Unknown,Unknown,Missoula,489,97.34,NA,165,1598517
Montana,2017-18,Columbus Elem,Unknown,Unknown,Stillwater,343,97.67,NA,165,1598517
Montana,2017-18,Columbus School 6-12,Unknown,Unknown,Stillwater,377,98.14,NA,165,1598517
Montana,2017-18,Conrad Site Head Start,Unknown,Unknown,Pondera,NA,NA,NA,165,1598517
Montana,2017-18,Cooke City,Unknown,Unknown,Park,NA,NA,NA,165,1598517
Montana,2017-18,Cornelius Hedges,Unknown,Unknown,Flathead,374,89.84,NA,165,1598517
Montana,2017-18,Cottonwood,Unknown,Unknown,Gallatin,NA,NA,NA,165,1598517
Montana,2017-18,Creston,Unknown,Unknown,Flathead,93,97.85,NA,165,1598517
Montana,2017-18,Crow Agency,Unknown,Unknown,Big Horn,315,100,NA,165,1598517
Montana,2017-18,Culbertson School Prek-12,Unknown,Unknown,Roosevelt,275,97.45,NA,165,1598517
Montana,2017-18,Custer Schools K-12,Unknown,Unknown,Yellowstone,78,91.03,NA,165,1598517
Montana,2017-18,Daly,Unknown,Unknown,Ravalli,433,90.76,NA,165,1598517
Montana,2017-18,Darby Schools Prek-12,Unknown,Unknown,Ravalli,316,95.89,NA,165,1598517
Montana,2017-18,Dayton,Unknown,Unknown,Lake,59,91.53,NA,165,1598517
Montana,2017-18,De La Salle Blackfeet,Unknown,Unknown,Glacier,73,98.63,NA,165,1598517
Montana,2017-18,Debbie's Preschool,Unknown,Unknown,Sweet Grass,NA,NA,NA,165,1598517
Montana,2017-18,Deer Creek,Unknown,Unknown,Dawson,NA,NA,NA,165,1598517
Montana,2017-18,Deer Park School K-8,Unknown,Unknown,Flathead,154,83.12,NA,165,1598517
Montana,2017-18,Deerfield,Unknown,Unknown,Fergus,NA,NA,NA,165,1598517
Montana,2017-18,Denton Schools K-12,Unknown,Unknown,Fergus,66,74.24,NA,165,1598517
Montana,2017-18,Desmet School Prek-8,Unknown,Unknown,Missoula,100,99,NA,165,1598517
Montana,2017-18,Divide,Unknown,Unknown,Silver Bow,NA,NA,NA,165,1598517
Montana,2017-18,Divine Mercy Academy,Unknown,Unknown,Gallatin,62,74.19,NA,165,1598517
Montana,2017-18,Dixon Prek-8,Unknown,Unknown,Sanders,52,88.46,NA,165,1598517
Montana,2017-18,Dodson Schools Prek-12,Unknown,Unknown,Phillips,82,100,NA,165,1598517
Montana,2017-18,Drummond Schools Prek-12,Unknown,Unknown,Granite,163,93.87,NA,165,1598517
Montana,2017-18,Dupuyer,Unknown,Unknown,Pondera,NA,NA,NA,165,1598517
Montana,2017-18,Dutton/Brady Schools Prek-12,Unknown,Unknown,Teton,107,98.13,NA,165,1598517
Montana,2017-18,Eagle Cliffs Elementary,Unknown,Unknown,Yellowstone,374,98.13,NA,165,1598517
Montana,2017-18,East End Colony,Unknown,Unknown,Hill,NA,NA,NA,165,1598517
Montana,2017-18,East Evergreen,Unknown,Unknown,Flathead,386,90.67,NA,165,1598517
Montana,2017-18,East Glacier Park,Unknown,Unknown,Glacier,73,91.78,NA,165,1598517
Montana,2017-18,East Malta Colony,Unknown,Unknown,Phillips,NA,NA,NA,165,1598517
Montana,2017-18,East Side,Unknown,Unknown,Park,352,96.02,NA,165,1598517
Montana,2017-18,Eastern Montana Head Start,Unknown,Unknown,Dawson,40,100,NA,165,1598517
Montana,2017-18,Eastgate,Unknown,Unknown,Lewis and Clark,300,94,NA,165,1598517
Montana,2017-18,Edgerton,Unknown,Unknown,Flathead,611,96.73,NA,165,1598517
Montana,2017-18,Ekalaka Elementary,Unknown,Unknown,Carter,63,100,NA,165,1598517
Montana,2017-18,Elder Grove School Prek-8,Unknown,Unknown,Yellowstone,597,98.49,NA,165,1598517
Montana,2017-18,Elk Creek Mennonite,Unknown,Unknown,Cascade,NA,NA,NA,165,1598517
Montana,2017-18,Elliston,Unknown,Unknown,Powell,NA,NA,NA,165,1598517
Montana,2017-18,Elrod,Unknown,Unknown,Flathead,323,92.57,NA,165,1598517
Montana,2017-18,Elysian School Prek-8,Unknown,Unknown,Yellowstone,345,98.84,NA,165,1598517
Montana,2017-18,Emerson,Unknown,Unknown,Silver Bow,428,99.07,NA,165,1598517
Montana,2017-18,Emily Dickinson,Unknown,Unknown,Gallatin,478,94.98,NA,165,1598517
Montana,2017-18,Ennis School Prek-8,Unknown,Unknown,Madison,269,95.91,NA,165,1598517
Montana,2017-18,Eureka Elementary,Unknown,Unknown,Lincoln,226,84.96,NA,165,1598517
Montana,2017-18,Explorers Academy Head Start Inc,Unknown,Unknown,Yellowstone,359,100,NA,165,1598517
Montana,2017-18,F E Miley,Unknown,Unknown,Chouteau,82,96.34,NA,165,1598517
Montana,2017-18,Fair-Mont-Egan School K-8,Unknown,Unknown,Flathead,177,94.92,NA,165,1598517
Montana,2017-18,Fairfield Prek-12,Unknown,Unknown,Teton,301,96.35,NA,165,1598517
Montana,2017-18,Fairview Schools Prek-12,Unknown,Unknown,Richland,327,97.25,NA,165,1598517
Montana,2017-18,First Lutheran,Unknown,Unknown,Lewis and Clark,31,93.55,NA,165,1598517
Montana,2017-18,First Lutheran Classical,Unknown,Unknown,Missoula,42,88.1,NA,165,1598517
Montana,2017-18,First Lutheran Preschool,Unknown,Unknown,Hill,68,98.53,NA,165,1598517
Montana,2017-18,First Lutheran Preschool,Unknown,Unknown,Valley,40,100,NA,165,1598517
Montana,2017-18,Five Falls Christian,Unknown,Unknown,Cascade,NA,NA,NA,165,1598517
Montana,2017-18,Florence-Carlton Schools Prek-12,Unknown,Unknown,Ravalli,799,96.37,NA,165,1598517
Montana,2017-18,Foothills Community Christian School K-12,Unknown,Unknown,Cascade,146,90.41,NA,165,1598517
Montana,2017-18,Forsyth Elementary,Unknown,Unknown,Rosebud,167,100,NA,165,1598517
Montana,2017-18,Fort Benton School Prek-6,Unknown,Unknown,Chouteau,173,97.69,NA,165,1598517
Montana,2017-18,Fort Peck Tribal Headstart,Unknown,Unknown,Roosevelt,228,96.93,NA,165,1598517
